School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'THUNDERRIDGE HIGH SCHOOL',10,11,10,10,10,10,6,7,6,7,1854,0.005394,0.04315,0.009169,0.121359,0.791262,0.001618,0.028047,0.0642,0.104521,0.860776,0.592,0.555,HIGHLANDS RANCH,80129,1991 WILDCAT RESERVE PARKWAY
'TIMBER TRAIL ELEMENTARY SCHOOL',12,12,12,12,12,10,9,7,9,9,623,0,0.038523,0.017657,0.075441,0.839486,0,0.028892,0.0209,0.120435,0.84051,0.68,0.623,CASTLE ROCK,80108,690 WEST CASTLE PINES PARKWAY
'TRAILBLAZER ELEMENTARY SCHOOL',8,10,10,10,9,9,7,9,6,7,527,0.00759,0.030361,0.001898,0.13093,0.800759,0.001898,0.026565,0.0835,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80919,2015 WICKES ROAD
'WILDCAT MOUNTAIN ELEMENTARY SCHOOL',12,11,10,12,11,10,12,12,12,7,607,0.001647,0.082372,0,0.07084,0.813839,0,0.031301,0.0313,0.150394,0.847015,0.657,0.564,LITTLETON,80124,6585 LIONSHEAD PARKWAY
'ANIMAS VALLEY ELEMENTARY SCHOOL',9,9,8,8,9,9,9,9,7,7,259,0.030888,0.003861,0,0.181467,0.760618,0,0.023166,0.4245,0.182038,0.599233,0.503,0.525,DURANGO,81301,373 HERMOSA MEADOWS ROAD
'DURANGO HIGH SCHOOL',6,8,7,8,7,7,5,3,6,3,1269,0.052797,0.012608,0.007092,0.167849,0.751773,0.001576,0.006304,0.2325,0.182038,0.599233,0.503,0.525,DURANGO,81301,2390 MAIN AVENUE
'ESCALANTE MIDDLE SCHOOL',7,7,7,7,7,7,7,6,7,9,516,0.069767,0.005814,0.003876,0.20155,0.70155,0,0.017442,0.4089,0.355289,0.596253,0.549,0.378,DURANGO,81303,141 BAKER LANE
'FLORIDA MESA ELEMENTARY SCHOOL',2,6,6,5,6,6,2,3,3,3,317,0.100946,0.009464,0.009464,0.198738,0.675079,0,0.006309,0.4834,0.355289,0.596253,0.549,0.378,DURANGO,81303,216 HIGHWAY 172
'FORT LEWIS MESA ELEMENTARY SCHOOL',9,8,8,9,6,8,9,9,6,8,167,0.011976,0.005988,0,0.095808,0.874251,0,0.011976,0.4671,0.177528,0.573356,0.414,0.325,HESPERUS,81326,11274 HIGHWAY 140
'MILLER MIDDLE SCHOOL',7,9,9,9,9,9,6,6,6,6,420,0.054762,0.002381,0.007143,0.164286,0.752381,0,0.019048,0.2833,0.182038,0.599233,0.503,0.525,DURANGO,81301,2608 JUNCTION STREET
'NEEDHAM ELEMENTARY SCHOOL',6,7,6,7,7,7,5,5,5,5,405,0.061728,0.009877,0.007407,0.185185,0.71358,0.002469,0.019753,0.3692,0.182038,0.599233,0.503,0.525,DURANGO,81301,2425 WEST THIRD AVENUE
'PARK ELEMENTARY SCHOOL',6,6,6,7,6,6,6,5,7,5,438,0.086758,0.025114,0.015982,0.210046,0.652968,0.004566,0.004566,0.3725,0.182038,0.599233,0.503,0.525,DURANGO,81301,510 E. 6TH  AVE.
'RIVERVIEW ELEMENTARY SCHOOL',8,10,9,9,10,11,7,7,6,9,577,0.024263,0.005199,0.005199,0.103986,0.828423,0.001733,0.031196,0.1886,0.182038,0.599233,0.503,0.525,DURANGO,81301,2900 MESA AVENUE
'SUNNYSIDE ELEMENTARY SCHOOL',7,10,9,10,9,11,6,5,6,6,169,0.023669,0,0,0.207101,0.769231,0,0,0.4481,0.355289,0.596253,0.549,0.378,DURANGO,81303,75 CR 218
'EADS ELEMENTARY SCHOOL',5,9,9,9,9,9,1,1,3,2,85,0,0,0,0.141176,0.847059,0.011765,0,0.3699,0.302158,0.458955,0.277,0.235,EADS,81036,900 MAINE STREET
'EADS HIGH SCHOOL',6,6,6,6,6,6,4,4,5,6,60,0.033333,0,0.033333,0.116667,0.783333,0.033333,0,0.35,0.302158,0.458955,0.277,0.235,EADS,81036,210 WEST 10 STREET
'EADS MIDDLE SCHOOL',9,8,7,9,7,6.718607,8,5,9,9,40,0,0,0.025,0.1,0.875,0,0,0.625,0.302158,0.458955,0.277,0.235,EADS,81036,900 MAINE STREET
'AVON ELEMENTARY SCHOOL',6,6,5,6,6,5,9,9,5,9,269,0.007435,0.003717,0.01487,0.918216,0.052045,0,0.003717,0.7722,0.227771,0.506722,0.516,0.551,AVON,81620,805 WEST BEAVER CREEK
'BATTLE MOUNTAIN HIGH SCHOOL',6,6,6,6,6,6,7,9,5,9,744,0.013441,0.005376,0.004032,0.473118,0.487903,0.004032,0.012097,0.3535,0.227771,0.506722,0.516,0.551,EDWARDS,81620,151 MILLER RANCH ROAD
'BERRY CREEK MIDDLE SCHOOL',6,5,5,6,5,3,7,7,7,6,352,0.002841,0.005682,0,0.823864,0.161932,0,0.005682,0.6705,0.224388,0.614468,0.335,0.644,EDWARDS,81632,1000 MILLER RANCH ROAD
'BRUSH CREEK ELEMENTARY SCHOOL',9,10,11,10,10,11,7,6,6,7,491,0.002037,0.008147,0,0.160896,0.814664,0,0.014257,0.1457,0.097645,0.724644,0.501,0.508,EAGLE,81631,333 EAGLE RANCH ROAD
'EAGLE COUNTY CHARTER ACADEMY',7,12,11,12,12,12,6,8,3,6,315,0.003175,0.019048,0,0.038095,0.91746,0,0.022222,0.0063,0.224388,0.614468,0.335,0.644,EDWARDS,81632,1105 MILLER RANCH ROAD
'EAGLE COUNTY CHARTER ACADEMY',10,10,11,10,10,8,7,9,8,6,315,0.003175,0.019048,0,0.038095,0.91746,0,0.022222,0.0063,0.224388,0.614468,0.335,0.644,EDWARDS,81632,1105 MILLER RANCH ROAD
'EAGLE VALLEY ELEMENTARY SCHOOL',6,6,6,6,6,6,7,6,6,7,270,0.011111,0.022222,0,0.548148,0.403704,0.003704,0.011111,0.5037,0.097645,0.724644,0.501,0.508,EAGLE,81631,737 EAST 3RD STREET
'EAGLE VALLEY HIGH SCHOOL',6,8,8,8,7,7,3,6,3,1,700,0.008571,0.007143,0.002857,0.454286,0.518571,0,0.008571,0.3371,0.238555,0.668981,0.205,0.284,GYPSUM,81637,641 VALLEY ROAD
'EAGLE VALLEY MIDDLE SCHOOL',11,9,9,9,9,9,9,10,7,10,268,0.003731,0.011194,0,0.309701,0.66791,0,0.007463,0.3022,0.097645,0.724644,0.501,0.508,EAGLE,81631,747 EAST 3RD STREET
'EDWARDS ELEMENTARY SCHOOL',10,6,6,6,6,6,10,12,9,12,322,0.003106,0.009317,0,0.571429,0.403727,0,0.012422,0.4938,0.224388,0.614468,0.335,0.644,EDWARDS,81632,0022 MEILE LANE
'GYPSUM CREEK MIDDLE SCHOOL',12,9,7,8,9,9,12,12,10,11,375,0.010667,0.013333,0.005333,0.653333,0.306667,0,0.010667,0.5733,0.238555,0.668981,0.205,0.284,GYPSUM,81637,401 GRUNDEL WAY
'GYPSUM ELEMENTARY SCHOOL',7,6,6,6,6,6,6,9,3,9,409,0.007335,0.002445,0,0.711491,0.276284,0.002445,0,0.7087,0.238555,0.668981,0.205,0.284,GYPSUM,81637,601 HIGHWAY 6
'HOMESTAKE PEAK SCHOOL',6,6,5,6,6,6,7,11,6,6,493,0.018256,0.020284,0.014199,0.458418,0.482759,0,0.006085,0.4313,0.227771,0.506722,0.516,0.551,AVON,81620,750 EAGLE ROAD
'HOMESTAKE PEAK SCHOOL',6,7,7,6,8,6,6,9,3,6,493,0.018256,0.020284,0.014199,0.458418,0.482759,0,0.006085,0.4313,0.227771,0.506722,0.516,0.551,AVON,81620,750 EAGLE ROAD
'JUNE CREEK ELEMENTARY SCHOOL',6,5,5,5,5,5,7,7,8,9,326,0.015337,0.009202,0,0.745399,0.230061,0,0,0.6977,0.224388,0.614468,0.335,0.644,EDWARDS,81632,1121 MILLER RANCH ROAD
'RED HILL ELEMENTARY SCHOOL',6,6,6,6,6,6,7,9,5,7,372,0.008065,0.005376,0,0.540323,0.435484,0,0.010753,0.4274,0.238555,0.668981,0.205,0.284,GYPSUM,81637,100 GRUNDEL WAY
'RED SANDSTONE ELEMENTARY SCHOOL',9,9,9,9,9,9,9,12,6,8,273,0.007326,0.025641,0.003663,0.289377,0.6337,0.003663,0.03663,0.323,0.237197,0.778222,0.598,0.544,VAIL,81657,551 NORTH FRONTAGE ROAD
'EAST GRAND MIDDLE SCHOOL',9,8,9,7,9,6,9,7,7,9,276,0.007246,0.003623,0.007246,0.094203,0.876812,0.007246,0.003623,0.3333,0.104334,0.577259,0.269,0.158,GRANBY,80446,251 WEST DIAMOND
'FRASER VALLEY ELEMENTARY SCHOOL',10,9,9,8,9,9,11,9,9,12,246,0.012195,0,0.00813,0.134146,0.833333,0.00813,0.004065,0.207,0.28913,0.657845,0.137,0.676,FRASER,80442,125 EASTOM
'GRANBY ELEMENTARY SCHOOL',6,6,6,7,7,6,5,6,2,5,354,0.002825,0,0.002825,0.144068,0.827684,0.014124,0.008475,0.4495,0.104334,0.577259,0.269,0.158,GRANBY,80446,202 WEST TOPAZ
'INDIAN PEAKS CHARTER SCHOOL',6,4,4,1,4,4,6,6,6,7,53,0.018868,0,0.018868,0.056604,0.90566,0,0,0.5283,0.104334,0.577259,0.269,0.158,GRANBY,80446,197 W. DIAMOND
'MIDDLE PARK HIGH SCHOOL',9,9,9,9,8,9,8,6,9,9,344,0.005814,0.005814,0.008721,0.069767,0.895349,0.005814,0.008721,0.2413,0.104334,0.577259,0.269,0.158,GRANBY,80446,765 NORTH 2ND STREET
'LA JUNTA INTERMEDIATE SCHOOL',5,5,5,5,5,5,6,6,6,6,399,0.007519,0.002506,0.005013,0.654135,0.313283,0,0.017544,0.7193,0.424797,0.315486,0.214,0.2,LA JUNTA,81050,901 SMITHLAND AVE.
'LA JUNTA JR/SR HIGH SCHOOL',1,6,5,6,6,6,1,3,3,1,556,0.001799,0.003597,0.001799,0.613309,0.350719,0,0.028777,0.6439,0.424797,0.315486,0.214,0.2,LA JUNTA,81050,1817 SMITHLAND AVE
'LA JUNTA JR/SR HIGH SCHOOL',3,5,5,5,5,5,1,1,5,1,556,0.001799,0.003597,0.001799,0.613309,0.350719,0,0.028777,0.6439,0.424797,0.315486,0.214,0.2,LA JUNTA,81050,1817 SMITHLAND AVE
'BENJAMIN EATON ELEMENTARY SCHOOL',9,9,9,9,9,9,9,7,8,9,361,0.00554,0.00831,0.00554,0.196676,0.775623,0,0.00831,0.4211,0.159137,0.552632,0.314,0.225,EATON,80615,100 SOUTH MOUNTAIN VIEW DRIVE
'EATON HIGH SCHOOL',6,7,7,7,8,7,2,4,1,6,480,0.008333,0.002083,0.00625,0.185417,0.789583,0,0.008333,0.2479,0.159137,0.552632,0.314,0.225,EATON,80615,114 PARK
'EATON MIDDLE SCHOOL',6,9,9,9,9,9,6,6,6,6,419,0.004773,0.004773,0.011933,0.24105,0.735084,0,0.002387,0.3508,0.159137,0.552632,0.314,0.225,EATON,80615,225 JUNIPER
'GALETON ELEMENTARY SCHOOL',6,7,7,9,7,6,6,3,5,5,137,0,0,0.014599,0.233577,0.751825,0,0,0.4891,0,0,0,0,GALETON,80622,24750 THIRD STREET
'EDISON ELEMENTARY SCHOOL',6,8,7,11,6,6,3,5,6,1,527,0.005693,0.011385,0.017078,0.383302,0.533207,0.005693,0.043643,0.4075,0.3257,0.631878,0.64,0.371,YODER,80864,14550 EDISON ROAD
'EDISON JUNIOR-SENIOR HIGH SCHOOL',9,12,12,11,10,12,7,9,6,6,54,0,0,0,0.018519,0.981481,0,0,0.3148,0.133772,0.394558,0.17,0.08,YODER,80864,14550 EDISON ROAD
'ELBERT ELEMENTARY SCHOOL',5,9,9,6,9,7,3,5,2,4,103,0,0.009709,0,0.097087,0.873786,0,0.019417,0.2418,0.148148,0.743273,0.386,0.444,ELBERT,80106,24489 MAIN STREET
'ELBERT JUNIOR-SENIOR HIGH SCHOOL',6,6,7,6,7,8,6,7,5,6,96,0.010417,0.03125,0,0,0.90625,0,0.052083,0.3229,0.148148,0.743273,0.386,0.444,ELBERT,80106,24489 MAIN STREET
'ELBERT JUNIOR-SENIOR HIGH SCHOOL',7,9,9,8,9,12,9,8,9,9,96,0.010417,0.03125,0,0,0.90625,0,0.052083,0.3229,0.148148,0.743273,0.386,0.444,ELBERT,80106,24489 MAIN STREET
'ELIZABETH HIGH SCHOOL',9,9,9,9,10,9,6,5,7,8,721,0.015257,0.011096,0.006935,0.098474,0.85853,0,0.009709,0.1373,0.117138,0.756732,0.419,0.268,ELIZABETH,80107,34500 COUNTY ROAD 13
'ELIZABETH MIDDLE SCHOOL',6,7,7,7,7,9,6,6,6,7,496,0.004032,0.004032,0.006048,0.102823,0.840726,0.008065,0.034274,0.1734,0.117138,0.756732,0.419,0.268,ELIZABETH,80107,34427 COUNTY ROAD 13
'LEGACY ACADEMY',4,7,6,7,7,6,1,3,3,1,434,0.002304,0.011521,0,0.082949,0.873272,0.004608,0.025346,0.1152,0.117138,0.756732,0.419,0.268,ELIZABETH,80107,1975 LEGACY CIRCLE
'LEGACY ACADEMY',9,9,8,8,9,8,9,10,6,9,434,0.002304,0.011521,0,0.082949,0.873272,0.004608,0.025346,0.1152,0.117138,0.756732,0.419,0.268,ELIZABETH,80107,1975 LEGACY CIRCLE
'RUNNING CREEK ELEMENTARY SCHOOL',6,9,8,9,9,8,6,3,8,6,361,0,0.00554,0.00554,0.105263,0.839335,0,0.044321,0.2742,0.117138,0.756732,0.419,0.268,ELIZABETH,80107,900 SOUTH ELBERT STREET
'SINGING HILLS ELEMENTARY SCHOOL',6,7,7,7,6,7,5,5,6,5,446,0,0.002242,0.011211,0.100897,0.865471,0,0.020179,0.1704,0.124015,0.81272,0.544,0.549,PARKER,80134,41012 MADRID DRIVE
'ELLICOTT ELEMENTARY SCHOOL',6,6,5,6,5,6,6,3,9,3,531,0.003766,0.009416,0.028249,0.265537,0.653484,0,0.039548,0.6725,0.095166,0.500613,0.125,0.212,ELLICOTT,80808,399 SOUTH ELLICOTT HIGHWAY
'ELLICOTT MIDDLE SCHOOL',5,5,5,6,4,6,6,5,6,5,218,0,0,0.041284,0.224771,0.688073,0.004587,0.041284,0.6422,0.095166,0.500613,0.125,0.212,ELLICOTT,80808,350 SOUTH ELLICOTT HIGHWAY
'ELLICOTT SENIOR HIGH SCHOOL',6,6,6,6,6,5,7,7,6,8,254,0.007874,0.003937,0.023622,0.216535,0.724409,0,0.023622,0.5591,0.095166,0.500613,0.125,0.212,ELLICOTT,80808,375 SOUTH ELLICOTT HIGHWAY
'CHARLES HAY WORLD SCHOOL',4,6,6,6,6,6,3,5,5,3,356,0.016854,0.019663,0.014045,0.191011,0.724719,0.005618,0.02809,0.4579,0.295069,0.618269,0.545,0.495,ENGLEWOOD,80113,3195 SOUTH LAFAYETTE STREET
'CHERRELYN ELEMENTARY SCHOOL',6,5,5,5,5,3,6,6,6,8,222,0.009009,0,0.022523,0.279279,0.648649,0,0.040541,0.7297,0.295069,0.618269,0.545,0.495,ENGLEWOOD,80113,4500 SOUTH LINCOLN STREET
'CLAYTON ELEMENTARY SCHOOL',6,6,5,5,6,6,6,6,7,6,442,0.004525,0.004525,0.040724,0.41629,0.502262,0.004525,0.027149,0.7172,0.488993,0.389984,0.211,0.17,ENGLEWOOD,80110,4600 SOUTH FOX STREET
'ENGLEWOOD HIGH SCHOOL',3,4,3,5,4,4,3,3,6,3,618,0.006472,0.012945,0.045307,0.325243,0.595469,0.004854,0.009709,0.4385,0.295069,0.618269,0.545,0.495,ENGLEWOOD,80113,3800 SOUTH LOGAN STREET
'ENGLEWOOD LEADERSHIP ACADEMY',12,12,12,10,12,13,10,9,9,12,68,0.014706,0.058824,0.014706,0.220588,0.676471,0,0.014706,0.3529,0.295069,0.618269,0.545,0.495,ENGLEWOOD,80113,3800 S. LOGAN
'ENGLEWOOD MIDDLE SCHOOL',5,4,4,5,3,5,6,5,7,5,452,0.004425,0.002212,0.042035,0.431416,0.477876,0,0.042035,0.6969,0.488993,0.389984,0.211,0.17,ENGLEWOOD,80110,300 WEST CHENANGO
'WM E BISHOP ELEMENTARY SCHOOL',4,5,5,5,1,5,5,3,7,1,242,0.020661,0.012397,0.016529,0.603306,0.322314,0,0.024793,0.7934,0.488993,0.389984,0.211,0.17,ENGLEWOOD,80110,3100 SOUTH ELATI STREET
'EXPEDITIONARY LEARNING SCHOOL',6,9,9,9,8,9,5,3,6,5,362,0.005525,0.035912,0.033149,0.11326,0.751381,0,0.060773,0,0.282386,0.491655,0.502,0.396,DENVER,80222,1700 SOUTH HOLLY STREET
'EXPEDITIONARY LEARNING SCHOOL',9,8,8,7,9,9,10,9,10,9,362,0.005525,0.035912,0.033149,0.11326,0.751381,0,0.060773,0,0.282386,0.491655,0.502,0.396,DENVER,80222,1700 SOUTH HOLLY STREET
'EXPEDITIONARY LEARNING SCHOOL',9,6,6,6,6,9,6,1,9,9,362,0.005525,0.035912,0.033149,0.11326,0.751381,0,0.060773,0,0.282386,0.491655,0.502,0.396,DENVER,80222,1700 SOUTH HOLLY STREET
'BANNING LEWIS RANCH ACADEMY',9,10,9,10,9,12,7,6,10,6,742,0.013477,0.059299,0.070081,0.136119,0.702156,0.002695,0.016173,0.1078,0,0.886792,0.543,0.213,COLORADO SPRINGS,80927,7094 COTTONWOOD TREE DRIVE
'BANNING LEWIS RANCH ACADEMY',12,9,9,9,9,12,12,12,12,11,742,0.013477,0.059299,0.070081,0.136119,0.702156,0.002695,0.016173,0.1078,0,0.886792,0.543,0.213,COLORADO SPRINGS,80927,7094 COTTONWOOD TREE DRIVE
'EVANS INTERNATIONAL ELEMENTARY SCHOOL',6,6,6,6,7,7,6,6,6,7,679,0.014728,0.029455,0.114875,0.217968,0.509573,0,0.113402,0.4806,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1675 WINNEBAGO ROAD
'FALCON ELEMENTARY SCHOOL',6,7,6,7,6,9,6,5,7,6,341,0,0.01173,0.041056,0.190616,0.692082,0.005865,0.058651,0.4006,0.178848,0.698269,0.375,0.354,FALCON,80831,12050 FALCON HIGHWAY
'FALCON HIGH SCHOOL',7,8,9,7,8,8,7,9,6,8,1239,0.008878,0.022599,0.054076,0.135593,0.739306,0.004036,0.035513,0.1646,0.178848,0.698269,0.375,0.354,PEYTON,80831,10255 LAMBERT ROAD
'FALCON MIDDLE SCHOOL',6,7,7,7,7,6,6,6,6,6,911,0.005488,0.018661,0.041712,0.149286,0.740944,0.001098,0.04281,0.1932,0.178848,0.698269,0.375,0.354,PEYTON,80831,1199755 TOWNER AVENUE
'FALCON VIRTUAL ACADEMY',1,6,6,6,6,3,1,5,2,1,362,0.002762,0.022099,0.019337,0.127072,0.765193,0.008287,0.055249,0.0525,0.178848,0.698269,0.375,0.354,FALCON,80831,10850 EAST WOODMEN ROAD
'FALCON VIRTUAL ACADEMY',2,6,6,6,8,5,1,1,1,1,362,0.002762,0.022099,0.019337,0.127072,0.765193,0.008287,0.055249,0.0525,0.178848,0.698269,0.375,0.354,FALCON,80831,10850 EAST WOODMEN ROAD
'HORIZON MIDDLE SCHOOL',7,7,6,6,8,6,6,9,6,6,969,0.01032,0.044376,0.194014,0.249742,0.44066,0.004128,0.05676,0.4561,0.262398,0.653248,0.322,0.325,COLORADO SPRINGS,80915,1750 PIROS DRIVE
'MERIDIAN RANCH INTERNATIONAL SCHOOL',9,7,8,7,7,8,9,9,8,7,607,0.00659,0.023064,0.026359,0.136738,0.739703,0,0.067545,0.1394,0.178848,0.698269,0.375,0.354,FALCON,80831,10480 RAINBOW BRIDGE DRIVE
'ODYSSEY ELEMENTARY SCHOOL',6,6,6,6,6,8,6,6,5,6,564,0.007092,0.037234,0.095745,0.203901,0.60461,0.003546,0.047872,0.4283,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,6275 BRIDLESPUR AVE
'PIKES PEAK SCHOOL EXPEDITIONARY LEARNING',4,6,6,6,6,6,3,5,5,3,396,0.007576,0.012626,0.032828,0.070707,0.853535,0.005051,0.017677,0.1439,0.178848,0.698269,0.375,0.354,FALCON,80831,11925 ANTLERS RIDGE ROAD
'PIKES PEAK SCHOOL EXPEDITIONARY LEARNING',9,9,9,9,9,8,10,11,10,7,396,0.007576,0.012626,0.032828,0.070707,0.853535,0.005051,0.017677,0.1439,0.178848,0.698269,0.375,0.354,FALCON,80831,11925 ANTLERS RIDGE ROAD
'REMINGTON ELEMENTARY SCHOOL',7,6,6,6,6,6,6,6,7,5,593,0,0.023609,0.082631,0.254637,0.536256,0.008432,0.094435,0.2688,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,2825 PONY TRACKS DRIVE
'RIDGEVIEW ELEMENTARY SCHOOL',8,7,6,9,7,8,6,6,6,6,701,0.00428,0.041369,0.049929,0.236805,0.60485,0.002853,0.059914,0.2161,0.2215,0.695205,0.414,0.394,CRAIG,81625,600 WESTRIDGE ROAD
'ROCKY MOUNTAIN CLASSICAL ACADEMY',6,7,7,8,6,6,4,3,6,3,892,0,0.017937,0.034753,0.151345,0.723094,0.001121,0.071749,0.1222,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1710 PIROS DRIVE
'ROCKY MOUNTAIN CLASSICAL ACADEMY',9,8,9,7,9,5,10,9,6,13,892,0,0.017937,0.034753,0.151345,0.723094,0.001121,0.071749,0.1222,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1710 PIROS DRIVE
'SAND CREEK HIGH SCHOOL',7,6,7,6,6,6,5,6,5,5,1175,0.010213,0.059574,0.118298,0.203404,0.559149,0.006809,0.042553,0.2672,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,7005 NORTH CAREFREE CIRCLE
'SKYVIEW MIDDLE SCHOOL',7,7,6,7,7,6,6,5,8,6,1024,0.006836,0.049805,0.087891,0.208984,0.576172,0.000977,0.069336,0.2539,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,6350 WINDOM PEAK BOULEVARD
'SPRINGS RANCH ELEMENTARY SCHOOL',9,7,7,7,7,6,8,10,6,8,702,0.004274,0.058405,0.084046,0.179487,0.602564,0.002849,0.068376,0.1967,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,4350 CENTERVILLE DRIVE
'STETSON ELEMENTARY SCHOOL',7,7,7,7,7,8,6,6,6,6,624,0,0.048077,0.088141,0.205128,0.592949,0.003205,0.0625,0.2024,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,4910 JEDEDIAH SMITH ROAD
'THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH',8,8,7,8,8,7,6,6,5,6,802,0.004988,0.014963,0.057357,0.164589,0.670823,0.009975,0.077307,0.0511,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,6464 PETERSON ROAD
'THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH',7,9,9,9,9,7,6,6,6,7,802,0.004988,0.014963,0.057357,0.164589,0.670823,0.009975,0.077307,0.0511,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,6464 PETERSON ROAD
'VISTA RIDGE HIGH SCHOOL',6,6,6,7,6,6,5,5,5,5,1147,0.007847,0.046207,0.114211,0.179599,0.602441,0.003487,0.046207,0.1578,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,6888 BLACK FOREST ROAD
'WOODMEN HILLS ELEMENTARY SCHOOL',6,9,9,9,9,7,5,4,5,5,714,0.005602,0.018207,0.026611,0.128852,0.763305,0.001401,0.056022,0.1791,0.178848,0.698269,0.375,0.354,FALCON,80831,8308 DEL RIO ROAD
'BAKER CENTRAL SCHOOL',5,5,6,3,6,5,5,5,5,6,459,0.013072,0.002179,0.019608,0.636166,0.320261,0,0.008715,0.719,0.320857,0.381783,0.205,0.166,FORT MORGAN,80701,300 LAKE STREET
'COLUMBINE ELEMENTARY SCHOOL',6,6,6,6,5,6.718607,6,6,5,8,359,0.002786,0.005571,0.005571,0.874652,0.111421,0,0,0.9266,0.354485,0.433758,0.334,0.283,WOODLAND PARK,80866,175 KELLEYS ROAD
'FORT MORGAN HIGH SCHOOL',3,5,4,5,5,5,3,3,6,2,910,0.007692,0.005495,0.042857,0.558242,0.378022,0,0.007692,0.5692,0.320857,0.381783,0.205,0.166,FORT MORGAN,80701,709 EAST RIVERVIEW AVENUE
'FORT MORGAN MIDDLE SCHOOL',8,6,6,6,6,6,9,7,9,9,487,0.00616,0.002053,0.032854,0.622177,0.328542,0,0.008214,0.6715,0.320857,0.381783,0.205,0.166,FORT MORGAN,80701,300 DEUEL STREET
'GREEN ACRES ELEMENTARY SCHOOL',6,6,6,6,6,6.718607,9,7,9,7,320,0.00625,0.003125,0.0125,0.525,0.44375,0,0.009375,0.6594,0.320857,0.381783,0.205,0.166,FORT MORGAN,80701,930 SHERMAN STREET
'PIONEER ELEMENTARY SCHOOL',6,6,5,6,6,6.718607,6,7,5,8,548,0.001825,0.020073,0.020073,0.127737,0.786496,0,0.043796,0.135,0.149367,0.814121,0.554,0.416,FORT MORGAN,80701,415 SOUTH SPRUCE STREET
'ABRAMS ELEMENTARY SCHOOL',6,6,6,6,6,6,6,7,8,3,492,0.01626,0.00813,0.121951,0.231707,0.550813,0.006098,0.065041,0.7236,0.192609,0.167535,0.266,0.493,FORT CARSON,80902,600 CHILES AVENUE
'ARAGON ELEMENTARY SCHOOL',8,6,6,9,6,6,7,7,7,7,431,0.006961,0.006961,0.071926,0.329466,0.512761,0.006961,0.064965,0.6717,0.315236,0.527549,0.239,0.217,FOUNTAIN,80817,211 SOUTH MAIN STREET
'CARSON MIDDLE SCHOOL',6,6,6,6,6,6,6,5,6,6,725,0.017931,0.023448,0.173793,0.21931,0.50069,0.008276,0.056552,0.5448,0.192609,0.167535,0.266,0.493,FORT CARSON,80902,6200 PRUSSMAN BOULEVARD
'EAGLESIDE ELEMENTARY SCHOOL',6,8,6,8,9,7,6,5,6,8,629,0.00318,0.023847,0.106518,0.211447,0.583466,0.006359,0.065183,0.2882,0.315236,0.527549,0.239,0.217,FOUNTAIN,80817,9750 SENTRY DRIVE
'FOUNTAIN MIDDLE SCHOOL',6,6,6,6,6,7,6,6,5,6,980,0.004082,0.011224,0.106122,0.236735,0.559184,0.003061,0.079592,0.4194,0.315236,0.527549,0.239,0.217,FOUNTAIN,80817,515 N. SANTE FE
'FOUNTAIN-FORT CARSON HIGH SCHOOL',7,6,6,6,6,6,6,7,5,9,1645,0.009119,0.0231,0.174468,0.221277,0.488146,0.004255,0.079635,0.3568,0.315236,0.527549,0.239,0.217,FOUNTAIN,80817,900 JIMMY CAMP ROAD
'JORDAHL ELEMENTARY SCHOOL',8,9,9,7,9,6,6,6,6,6,479,0.010438,0.004175,0.08142,0.223382,0.584551,0.008351,0.087683,0.3964,0.315236,0.527549,0.239,0.217,FOUNTAIN,80817,800 PROGRESS DRIVE
'MESA ELEMENTARY SCHOOL',6,7,6,7,7,9,6,5,6,6,395,0,0.055696,0.037975,0.620253,0.281013,0,0.005063,0.8557,0.33455,0.401003,0.08,0.18,DEL NORTE,81132,770-11TH STREET
'MOUNTAINSIDE ELEMENTARY SCHOOL',6,6,6,6,6,6,6,5,7,6,555,0.009009,0.016216,0.124324,0.189189,0.603604,0.012613,0.045045,0.6811,0.192609,0.167535,0.266,0.493,FORT CARSON,80902,5506 HARR AVENUE
