School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher
'MANN MIDDLE SCHOOL',6,6,6,5,6,6,6,6,6,5,575,0.010435,0.026087,0.071304,0.278261,0.532174,0,0.081739,0.637,0.448762,0.408001,0.343,0.326
'KEMP ELEMENTARY SCHOOL',6,5,5,5,5,6,6,8,5,6,483,0.006211,0,0.010352,0.838509,0.136646,0,0.008282,0.907,0.275063,0.467962,0.176,0.148
'THE PINNACLE CHARTER SCHOOL MIDDLE',6,5,5,4,6,5,6,6,6,6,518,0.003861,0.063707,0.019305,0.621622,0.283784,0.001931,0.005792,0.506,0.244731,0.752077,0.71,0.662
'VAN BUREN ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,3,6,212,0.014151,0.014151,0.023585,0.264151,0.679245,0.004717,0,0.575,0.269146,0.607807,0.412,0.367
'VIKAN MIDDLE SCHOOL',6,6,6,5,6,6,5,5,5,5,603,0.013267,0.004975,0.004975,0.625207,0.341625,0.001658,0.008292,0.532,0.182254,0.61924,0.19,0.174
'DENVER CENTER FOR INTERNATIONAL STUDIES',6,7,9,6,9,8,3,5,3,6,643,0.010886,0.080871,0.073095,0.466563,0.342146,0,0.026439,0.445,0.486568,0.239406,0.253,0.177
'CONRAD BALL MIDDLE SCHOOL',6,6,6,5,6,6,6,6,6,6,646,0.009288,0.012384,0.01548,0.263158,0.676471,0.001548,0.021672,0.458,0.269146,0.607807,0.412,0.367
'TURNBERRY ELEMENTARY',6,6,6,6,6,6,5,5,5,6,696,0.005747,0.031609,0.031609,0.33908,0.558908,0.00431,0.028736,0.242,0.275063,0.467962,0.176,0.148
'PEAK TO PEAK CHARTER SCHOOL',6,10,12,7,10,11,3,5,3,5,1444,0.002078,0.097645,0.00831,0.092798,0.756925,0.002078,0.040166,0.082,0.304228,0.648784,0.598,0.494
'WINDSOR CHARTER ACADEMY',6,11,11,11,10,10,1,2,3,1,451,0,0.031042,0.004435,0.077605,0.849224,0,0.037694,0.171,0.128079,0.704155,0.484,0.356
'UNIVERSITY HILL ELEMENTARY SCHOOL',6,6,6,6,6,5,2,7,1,8,371,0.002695,0.002695,0.008086,0.67655,0.293801,0,0.016173,0.486,0.147704,0.718642,0.8,0.714
'VASSAR ELEMENTARY SCHOOL',6,5,5,6,6,4,6,5,7,5,550,0.001818,0.045455,0.227273,0.381818,0.296364,0.003636,0.043636,0.593,0.282067,0.652763,0.311,0.314
'WESTGATE ELEMENTARY SCHOOL',6,6,6,6,6,4,6,6,6,5,626,0.00639,0.031949,0.014377,0.36901,0.535144,0,0.043131,0.546,0.279104,0.587544,0.387,0.38
'LOTUS SCHOOL FOR EXCELLENCE',6,5,5,5,5,5,6,5,6,6,607,0.008237,0.019769,0.331137,0.378913,0.224053,0.00659,0.031301,0.598,0.415725,0.362962,0.246,0.224
'MCAULIFFE ELEMENTARY',5,5,5,6,5,5,5,6,6,3,613,0.008157,0.008157,0.109299,0.275693,0.504078,0.003263,0.091354,0.557,0.364933,0.484363,0.149,0.222
'GILPIN COUNTY ELEMENTARY SCHOOL',5,7,8,7,6,7,2,1,5,1,231,0,0.030303,0.008658,0.095238,0.831169,0,0.034632,0.317,0.200997,0.797718,0.605,0.468
'EVA R BACA ELEMENTARY SCHOOL',5,5,6,6,5,6,6,5,6,6,250,0,0,0.012,0.936,0.044,0,0.008,0.923,0.519309,0.308941,0.15,0.218
'HOEHNE ELEMENTARY SCHOOL',5,9,9,9,7,9,3,4,3,6,165,0.012121,0.012121,0,0.442424,0.521212,0,0.012121,0.416,0,0.47619,0,0
'MESA VIEW ELEMENTARY SCHOOL',5,6,6,6,5,5,5,5,5,5,437,0.004577,0.004577,0.002288,0.160183,0.819222,0,0.009153,0.485,0.306263,0.442336,0.144,0.221
'FOUNDATIONS ACADEMY',5,7,7,8,7,6,3,3,3,5,430,0.004651,0.006977,0.011628,0.197674,0.760465,0,0.018605,0.1,0.182254,0.61924,0.19,0.174
'MONTEREY COMMUNITY SCHOOL',5,3,3,2,5,5,7,6,6,8,385,0.012987,0.01039,0.005195,0.797403,0.161039,0,0.012987,0.808,0.323121,0.400566,0.153,0.111
'SWALLOWS CHARTER ACADEMY',5,6,7,6,7,6,3,3,5,3,263,0,0.011407,0.003802,0.338403,0.642586,0,0.003802,0.27,0.226384,0.614405,0.295,0.317
'KNAPP ELEMENTARY SCHOOL',5,1,1,3,2,1,7,7,7,7,682,0.004399,0.004399,0.005865,0.957478,0.026393,0,0.001466,0.979,0.372684,0.272369,0.099,0.114
'BILL METZ ELEMENTARY SCHOOL',5,5,6,5,5,6,6,5,6,4,330,0.018182,0,0.00303,0.763636,0.19697,0.00303,0.015152,0.791,0.182947,0.348129,0.165,0.158
'WILSON ELEMENTARY SCHOOL',5,6,6,6,6,5,5,6,5,3,405,0.007407,0.017284,0.11358,0.555556,0.239506,0.002469,0.064198,0.837,0.364933,0.484363,0.149,0.222
'BYERS JUNIOR-SENIOR HIGH SCHOOL',5,6,6,6,6,6,5,3,7,5,209,0,0,0.009569,0.076555,0.899522,0.004785,0.009569,0.344,0.086522,0.593145,0.169,0.144
'KNOWLEDGE QUEST ACADEMY',5,6,7,7,6,6,4,5,5,5,343,0.014577,0.017493,0.005831,0.145773,0.77551,0,0.040816,0.332,0.05811,0.610626,0.17,0.103
'TRINIDAD MIDDLE SCHOOL',5,5,5,3,6,5,5,5,6,5,279,0.028674,0.02509,0.003584,0.659498,0.283154,0,0,0.627,0.317147,0.460728,0.211,0.211
'LONGS PEAK MIDDLE SCHOOL',5,5,5,3,5,6,6,6,6,6,450,0.015556,0.008889,0.015556,0.5,0.446667,0.006667,0.006667,0.664,0.342934,0.41851,0.343,0.294
'SWANSON ELEMENTARY SCHOOL',5,5,5,5,3,6,6,6,6,4,468,0.017094,0.061966,0.012821,0.470085,0.405983,0,0.032051,0.759,0.319211,0.572183,0.236,0.233
'TURMAN ELEMENTARY SCHOOL',5,6,5,6,6,5,6,7,6,6,315,0.044444,0.025397,0.174603,0.422222,0.250794,0.006349,0.07619,0.882,0.420069,0.318747,0.161,0.126
'WEST INTERGENERATIONAL CENTER',5,6,6,5,6,6,6,5,6,5,289,0.010381,0.010381,0.055363,0.314879,0.543253,0,0.065744,0.664,0.289191,0.523253,0.417,0.36
'DARTMOUTH ELEMENTARY SCHOOL',5,4,3,5,4,3,6,5,6,6,448,0.011161,0.033482,0.162946,0.379464,0.352679,0,0.060268,0.574,0.282067,0.652763,0.311,0.314
'EIBER ELEMENTARY SCHOOL',5,4,4,5,3,5,6,6,9,6,437,0.016018,0.029748,0.05492,0.633867,0.244851,0.009153,0.011442,0.879,0.370111,0.568261,0.387,0.416
'LYN KNOLL ELEMENTARY SCHOOL',5,1,1,2,3,3,9,6,9,8,289,0.00346,0.010381,0.266436,0.647059,0.058824,0,0.013841,0.889,0.393575,0.333094,0.114,0.136
'CENTENNIAL JUNIOR HIGH SCHOOL',5,6.810069,5,1,5,6.785469,6,5,6,9,26,0,0,0,0.961538,0.038462,0,0,0.885,0.711765,0.148289,0,0.229
'FOWLER JUNIOR HIGH SCHOOL',5,6,6,6,7,7,3,1,1,9,67,0.014925,0,0,0.208955,0.761194,0,0.014925,0.507,0.131653,0.381663,0.176,0.118
'HAYDEN MIDDLE SCHOOL',5,6,7,3,5,6,5,6,7,1,82,0.02439,0.02439,0.036585,0.085366,0.829268,0,0,0.402,0.269702,0.553974,0.041,0.211
'INDIAN PEAKS CHARTER SCHOOL',4,6.810069,5,2,5,6.785469,6,6,6,6,55,0,0,0.018182,0.036364,0.945455,0,0,0.291,0.14897,0.590034,0.264,0.1
'TELLER ELEMENTARY SCHOOL',5,6,6,6,6,6,5,6,5,5,425,0,0.016471,0.089412,0.230588,0.569412,0,0.094118,0.393,0.244731,0.752077,0.71,0.662
'BROMLEY EAST CHARTER SCHOOL',5,6,6,5,6,6,5,3,5,6,865,0.003468,0.02659,0.00578,0.286705,0.648555,0.003468,0.025434,0.236,0.182254,0.61924,0.19,0.174
'JANITELL JUNIOR HIGH SCHOOL',5,6,6,6,6,6,6,5,6,5,686,0.014577,0.008746,0.119534,0.244898,0.542274,0.014577,0.055394,0.411,0.30535,0.532962,0.246,0.208
'MOORE MIDDLE SCHOOL',5,6,6,6,6,6,5,5,6,3,504,0.011905,0.025794,0.027778,0.255952,0.642857,0.001984,0.03373,0.409,0.175322,0.768389,0.497,0.441
'CENTAURI MIDDLE SCHOOL',5,6,6,6,6,7,6,6,7,2,224,0,0,0,0.665179,0.330357,0,0.004464,0.777,0.153392,0.402027,0.289,0.271
'BEAVER VALLEY ELEMENTARY SCHOOL',5,6,6,6,6,6,5,6,5,3,348,0.002874,0.005747,0,0.525862,0.448276,0,0.017241,0.583,0.30459,0.316602,0.126,0.191
'ELLIS ELEMENTARY SCHOOL',5,5,3,6,5,4,6,4,6,7,587,0.006814,0.057922,0.109029,0.570698,0.238501,0.001704,0.015332,0.914,0.215838,0.488018,0.521,0.382
'L.W. ST. JOHN ELEMENTARY SCHOOL',5,5,5,5,3,5,5,5,6,5,151,0.033113,0,0,0.337748,0.596026,0,0.033113,0.603,0.338795,0.544805,0.08,0.202
'GRAND VALLEY MIDDLE SCHOOL',5,5,5,2,5,6,6,5,6,6,216,0.027778,0.00463,0,0.337963,0.578704,0.009259,0.041667,0.528,0.338795,0.544805,0.08,0.202
'VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL',5,5,5,6,5,3,5,5,5,5,830,0.007229,0.059036,0.33012,0.344578,0.203614,0.006024,0.049398,0.665,0.415725,0.362962,0.246,0.224
'UNIVERSITY SCHOOLS',5,6,6,6,6,6,6,6,6,6,1193,0.010059,0.015088,0.017603,0.260687,0.683152,0.005868,0.007544,0.221,0.216954,0.578208,0.331,0.331
'PAONIA HIGH SCHOOL',5,7,6,6,8,9,3,6,3,3,250,0.012,0.004,0,0.1,0.856,0,0.028,0.328,0.350329,0.43761,0.203,0.325
'DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL',5,6,6,4,6,6,5,6,5,2,89,0.022472,0.022472,0.011236,0.044944,0.898876,0,0,0.348,0.071038,0.584071,0.255,0.131
'UNION COLONY PREPARATORY SCHOOL',5,6,9,5,9,9,2,5,1,5,408,0.009804,0.036765,0.019608,0.259804,0.664216,0.007353,0.002451,0.208,0.216954,0.578208,0.331,0.331
'ACADEMY OF CHARTER SCHOOLS',5,6,7,6,7,6,3,3,5,4,1306,0.003063,0.025268,0.006891,0.250383,0.706738,0.001531,0.006126,0.155,0.241499,0.654016,0.403,0.364
'SCHOLARS TO LEADERS ACADEMY',5,5,5,6,5,6,6,5,9,1,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.457,0.448762,0.408001,0.343,0.326
'SARAH MILNER ELEMENTARY SCHOOL',5,6,6,6,6,6,5,6,3,6,312,0.00641,0.009615,0.012821,0.25,0.666667,0.003205,0.051282,0.561,0.222,0.568413,0.382,0.297
'UNIVERSITY SCHOOLS',5,6,6,6,6,6,5,6,6,5,1193,0.010059,0.015088,0.017603,0.260687,0.683152,0.005868,0.007544,0.221,0.216954,0.578208,0.331,0.331
'RIVERSIDE SCHOOL',5,6,6,5,6,6,5,5,5,6,740,0.008108,0.004054,0.002703,0.395946,0.575676,0.001351,0.012162,0.459,0.084856,0.620301,0.244,0.313
'GALILEO SCHOOL OF MATH AND SCIENCE',5,6,6,6,6,6,6,5,6,4,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.694,0.423597,0.375515,0.172,0.243
'GRANT MIDDLE SCHOOL',5,3,3,3,4,5,7,6,6,7,358,0.005587,0.01676,0.02514,0.787709,0.156425,0,0.00838,0.844,0.203056,0.708609,0.705,0.664
'JACKSON ELEMENTARY SCHOOL',5,3,3,5,3,3,6,2,10,6,289,0.00346,0.010381,0.065744,0.301038,0.567474,0,0.051903,0.762,0.434221,0.265829,0.115,0.184
'TWOMBLY ELEMENTARY SCHOOL',5,5,3,6,3,5,6,5,7,3,628,0.003185,0,0.003185,0.68949,0.288217,0,0.015924,0.703,0.277155,0.533292,0.161,0.115
'WALSH ELEMENTARY SCHOOL',5,11,10,10,11,9,2,3,1,5,96,0.020833,0,0,0.25,0.729167,0,0,0.563,0.144531,0.44918,0.179,0.318
'TAYLOR ELEMENTARY SCHOOL',5,6,6,6,5,6,5,6,1,6,323,0.01548,0.012384,0.043344,0.201238,0.678019,0,0.049536,0.517,0.32186,0.547476,0.218,0.31
'GILPIN COUNTY UNDIVIDED HIGH SCHOOL',5,6,6,6,6,9,6,3,6,6,155,0,0.006452,0.012903,0.090323,0.864516,0,0.025806,0.303,0.200997,0.797718,0.605,0.468
'EMERALD ELEMENTARY SCHOOL',5,5,5,6,5,5,5,6,5,6,355,0.005634,0.050704,0.002817,0.476056,0.430986,0.002817,0.030986,0.494,0.218448,0.735466,0.505,0.374
'FLORIDA MESA ELEMENTARY SCHOOL',5,6,6,6,5,7,5,6,3,6,313,0.115016,0.019169,0.015974,0.220447,0.626198,0.003195,0,0.453,0.206688,0.604119,0.489,0.54
'LINCOLN MIDDLE SCHOOL',5,5,5,5,6,5,6,6,6,6,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.705,0.320352,0.489195,0.494,0.503
'MEEKER ELEMENTARY SCHOOL',5,6,6,6,6,6,6,5,6,6,356,0.002809,0.002809,0.002809,0.151685,0.837079,0.002809,0,0.299,0.239466,0.615694,0.158,0.253
'MOUNT GARFIELD MIDDLE SCHOOL',5,5,5,3,5,6,5,5,5,3,635,0.011024,0.00315,0.011024,0.266142,0.689764,0.001575,0.017323,0.671,0.326326,0.393814,0.231,0.166
'PIONEER RIDGE ELEMENTARY SCHOOL',5,9,9,9,10,8,1,3,2,2,488,0,0.004098,0.006148,0.159836,0.82377,0.002049,0.004098,0.203,0.130475,0.658744,0.296,0.268
'SECOND CREEK ELEMENTARY SCHOOL',5,6,6,6,6,6,5,6,5,3,576,0.006944,0.029514,0.055556,0.402778,0.447917,0.001736,0.055556,0.335,0.275063,0.467962,0.176,0.148
'GLOBAL VILLAGE ACADEMY',5,5,5,6,5,6,5,5,3,6,633,0,0.121643,0.187994,0.439179,0.21643,0.00158,0.033175,0.487,0.332865,0.469668,0.219,0.233
'CENTENNIAL ELEMENTARY',5,6,6,7,6,6,4,5,5,5,546,0.014652,0.010989,0.014652,0.20696,0.749084,0,0.003663,0.315,0.170269,0.691488,0.429,0.364
'BRENTWOOD MIDDLE SCHOOL',5,3,4,1,5,5,6,6,5,6,660,0.004545,0.006061,0.004545,0.69697,0.266667,0,0.021212,0.747,0.216954,0.578208,0.331,0.331
'MESA ELEMENTARY SCHOOL',5,5,5,6,3,5,6,6,6,5,432,0.002315,0.081019,0.032407,0.636574,0.236111,0.00463,0.006944,0.782,0.30535,0.532962,0.246,0.208
'MINNEQUA ELEMENTARY SCHOOL',5,6,6,7,5,5,3,3,6,3,364,0.005495,0,0.021978,0.695055,0.247253,0,0.03022,0.915,0.576404,0.257418,0.131,0.191
'MOUNTAIN VALLEY MIDDLE SCHOOL',5,5,6,4,6,6,5,5,6,4,22,0,0,0,0.227273,0.772727,0,0,0.591,0.676829,0.323718,0.207,0.214
'PENROSE ELEMENTARY SCHOOL',5,6,6,7,6,6,5,7,2,5,436,0.006881,0.022936,0.055046,0.311927,0.506881,0.002294,0.094037,0.574,0.332215,0.556008,0.28,0.379
'POMONA ELEMENTARY SCHOOL',5,6,6,7,5,6,5,6,5,3,417,0.002398,0.01199,0.004796,0.196643,0.748201,0,0.035971,0.396,0.302976,0.400782,0.234,0.234
'CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL',5,4,5,1,5,3,6,6,6,3,204,0.029412,0,0.034314,0.063725,0.872549,0,0,0.456,0.558824,0.356322,0.275,0.138
'ENGLEWOOD MIDDLE SCHOOL',5,5,4,3,5,6,6,2,7,7,460,0.008696,0.002174,0.034783,0.386957,0.523913,0.002174,0.041304,0.639,0.455422,0.356947,0.208,0.192
'PENNINGTON ELEMENTARY SCHOOL',5,3,3,5,2,3,6,5,6,6,266,0.026316,0.003759,0.022556,0.466165,0.462406,0,0.018797,0.81,0.445581,0.486793,0.361,0.272
'GARDNER ELEMENTARY SCHOOL',5,6,6,8,6,6,1,1,1,5,86,0.05814,0.023256,0.011628,0.697674,0.186047,0.023256,0,0.689,0,0.516432,0,0.386
'REVERE JUNIOR-SENIOR HIGH SCHOOL',5,6,9,6,9,6,3,5,4,1,50,0,0,0.04,0.14,0.82,0,0,0.76,0.1,0.506329,0.098,0.089
'GRANT ELEMENTARY SCHOOL',5,6,6,6,6,6,5,6,4,3,472,0.012712,0.025424,0.076271,0.286017,0.472458,0.008475,0.118644,0.676,0.213906,0.621469,0.388,0.409
'MIAMI-YODER JUNIOR HIGH SCHOOL',5,5,6,5,6,5,3,5,4,3,80,0.0125,0,0.0375,0.1,0.7875,0,0.0625,0.488,0.125,0.444444,0.104,0.131
'STRATTON ELEMENTARY SCHOOL',5,9,8,9,9,8,3,3,3,5,334,0.011976,0.011976,0.023952,0.221557,0.655689,0,0.07485,0.448,0.243542,0.456929,0.142,0.104
'HARRISON SCHOOL',5,6,6,6,6,6,5,5,5,5,767,0.013038,0.003911,0.007823,0.116037,0.851369,0.003911,0.003911,0.611,0.242254,0.387097,0.18,0.222
'PRIMERO JUNIOR-SENIOR HIGH SCHOOL',5,6,6,5,6,6,4,5,5,4,104,0,0.009615,0.009615,0.375,0.605769,0,0,0.394,0.237805,0.402174,0,0.226
'RANGELY JUNIOR/SENIOR HIGH SCHOOL',5,5,6,3,6,6,6,7,3,6,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.255,0.135531,0.687596,0.206,0.231
'SURFACE CREEK VISION SCHOOL',5,5,7,1,6,6,6,9,3,6,201,0.004975,0.00995,0.004975,0.049751,0.920398,0,0.00995,0.154,0.318004,0.352182,0.318,0.243
'GOLDRICK ELEMENTARY SCHOOL',5,4,3,6,3,3,6,5,9,3,624,0,0.041667,0.027244,0.892628,0.032051,0,0.00641,0.959,0.39783,0.292078,0.265,0.182
'KULLERSTRAND ELEMENTARY SCHOOL',5,5,5,5,5,3,5,6,5,5,253,0.011858,0.007905,0.019763,0.438735,0.478261,0,0.043478,0.806,0.445581,0.486793,0.361,0.272
'BETHUNE ELEMENTARY SCHOOL',5,5,5,6,5,3,6,5,6,5,74,0,0.013514,0,0.378378,0.608108,0,0,0.734,0.22,0.547009,0.077,0.294
'WHITTIER K-8 SCHOOL',5,3,2,5,3,2,6,3,9,6,301,0.009967,0.003322,0.378738,0.44186,0.106312,0,0.059801,0.956,0.527283,0.373996,0.471,0.262
'BUCHANAN MIDDLE SCHOOL',5,6,6,6,7,7,3,4,3,5,200,0,0,0.005,0.25,0.735,0,0.01,0.63,0.059687,0.403609,0.246,0.13
'BRICKER ELEMENTARY SCHOOL',5,6,6,6,6,3,4,2,6,3,392,0.035714,0.035714,0.155612,0.512755,0.237245,0,0.022959,0.841,0.420069,0.318747,0.161,0.126
'OTHO E STUART MIDDLE SCHOOL',5,5,6,3,6,6,6,7,3,6,546,0.005495,0.042125,0.038462,0.388278,0.492674,0,0.032967,0.321,0.275063,0.467962,0.176,0.148
'BRANSON SCHOOL ONLINE',5,6,7,7,6,6,3,4,5,3,427,0.01171,0.004684,0.016393,0.215457,0.71897,0,0.032787,0.22,0.338983,0.104167,0.4,0.41
'FOSTER ELEMENTARY SCHOOL',5,5,5,5,5,6,6,9,6,6,490,0.004082,0.010204,0.010204,0.64898,0.318367,0,0.008163,0.708,0.259215,0.520917,0.305,0.245
'NIVER CREEK MIDDLE SCHOOL',5,1,1,2,1,3,6,6,9,5,743,0,0.006729,0.012113,0.748318,0.230148,0.001346,0.001346,0.896,0.381455,0.357797,0.131,0.094
'CENTURY ELEMENTARY SCHOOL',5,5,4,5,5,3,6,6,6,5,404,0.00495,0.042079,0.274752,0.341584,0.274752,0.00495,0.056931,0.683,0.31147,0.481844,0.334,0.424
'CLARA E. METZ ELEMENTARY SCHOOL',5,4,3,6,3,5,6,5,7,5,410,0.012195,0.031707,0.009756,0.8,0.12439,0,0.021951,0.839,0.381455,0.357797,0.131,0.094
'PEORIA ELEMENTARY SCHOOL',5,2,2,3,3,1,7,6,10,6,525,0.005714,0.020952,0.106667,0.779048,0.074286,0,0.013333,0.838,0.393575,0.333094,0.114,0.136
'PUEBLO WEST MIDDLE SCHOOL',5,6,6,4,6,7,3,5,3,3,498,0.016064,0.004016,0.032129,0.323293,0.616466,0,0.008032,0.47,0.226384,0.614405,0.295,0.317
'SKYLINE VISTA ELEMENTARY SCHOOL',5,3,2,6,1,1,6,3,10,3,413,0,0.062954,0.002421,0.820823,0.106538,0,0.007264,0.892,0.381455,0.357797,0.131,0.094
'MEADOW COMMUNITY SCHOOL',5,1,3,1,1,2,8,6,6,10,421,0.014252,0.033254,0.016627,0.731591,0.175772,0,0.028504,0.762,0.323121,0.400566,0.153,0.111
'HARRISON SCHOOL',5,6,6,6,6,7,5,5,6,4,767,0.013038,0.003911,0.007823,0.116037,0.851369,0.003911,0.003911,0.611,0.242254,0.387097,0.18,0.222
'RIVERSIDE SCHOOL',5,6,6,6,6,6,3,5,3,5,740,0.008108,0.004054,0.002703,0.395946,0.575676,0.001351,0.012162,0.459,0.084856,0.620301,0.244,0.313
'GILPIN ELEMENTARY SCHOOL',5,1,1,1,1,1,7,5,10,6,516.678349,0.009281,0.023713,0.03799,0.315076,0.586393,0.001955,0.025591,0.961,0.527283,0.373996,0.471,0.262
'MADISON ELEMENTARY SCHOOL',5,4,3,5,4,3,6,5,6,6,380,0.002632,0.013158,0.086842,0.302632,0.497368,0.002632,0.094737,0.542,0.423597,0.375515,0.172,0.243
'SEVENTH STREET ELEMENTARY SCHOOL',5,5,4,6,5,6,3,1,7,2,171,0.05848,0.005848,0,0.05848,0.865497,0,0.011696,0.578,0.172222,0.412048,0,0.175
'CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL',5,6,6,9,6,6,2,1,6,1,158,0,0.006329,0,0.088608,0.879747,0,0.025316,0.171,0.251948,0.702395,0.185,0.177
'KIT CARSON JUNIOR-SENIOR HIGH SCHOOL',5,6,9,5,8,5,1,1,1,5,54,0,0,0,0.185185,0.814815,0,0,0.37,0.084848,0.623077,0.167,0.176
'LAKE MIDDLE SCHOOL',5,1,1,1,1,3,8,6,6,9,349,0.008596,0.014327,0.028653,0.908309,0.037249,0,0.002865,0.928,0.486568,0.239406,0.253,0.177
'PLEASANT VIEW MIDDLE SCHOOL',5,6,6,6,7,6,3,4,5,3,327,0.003058,0,0.006116,0.443425,0.538226,0,0.009174,0.465,0.228487,0.501679,0.371,0.183
'BRADFORD ELEMENTARY SCHOOL',5,6,6,6,5,5,5,6,6,2,344,0.005814,0,0.011628,0.840116,0.133721,0.005814,0.002907,0.929,0.519309,0.308941,0.15,0.218
'CREIGHTON MIDDLE SCHOOL',5,6,6,5,6,7,4,4,5,5,670,0.013433,0.053731,0.025373,0.376119,0.5,0.00597,0.025373,0.524,0.384211,0.513789,0.243,0.331
'HENRY WORLD SCHOOL GRADES 6-8',5,4,4,3,5,5,6,6,6,6,948,0.009494,0.074895,0.020042,0.741561,0.124473,0.005274,0.024262,0.777,0.279104,0.587544,0.387,0.38
'BARNUM ELEMENTARY SCHOOL',5,1,1,4,1,1,7,5,10,6,460,0.006522,0.013043,0.006522,0.936957,0.034783,0,0.002174,0.979,0.372684,0.272369,0.099,0.114
'CENTENNIAL ELEMENTARY SCHOOL',5,3,3,5,3,2,6,6,8,6,479,0.004175,0.035491,0,0.386221,0.565762,0,0.008351,0.534,0.40826,0.288116,0.152,0.118
'JOSEPHINE HODGKINS ELEMENTARY SCHOOL',5,3,2,5,2,3,7,7,9,6,748,0.005348,0.022727,0.008021,0.815508,0.135027,0,0.013369,0.86,0.381455,0.357797,0.131,0.094
'KEPNER MIDDLE SCHOOL',5,1,1,1,1,1,7,7,9,6,1106,0.006329,0.015371,0.017179,0.915913,0.039783,0.000904,0.004521,0.971,0.372684,0.272369,0.099,0.114
'MC GLONE ELEMENTARY SCHOOL',5,1,1,1,1,2,9,7,12,6,562,0,0.005338,0.199288,0.740214,0.030249,0.003559,0.021352,0.955,0.306933,0.330056,0.093,0.155
'ROCKY MOUNTAIN ELEMENTARY SCHOOL',5,3,3,3,1,3,7,6,9,6,494,0.006073,0.024291,0.004049,0.574899,0.376518,0,0.01417,0.741,0.265176,0.360748,0.1,0.16
'SABLE ELEMENTARY SCHOOL',5,2,1,3,2,1,6,6,9,5,472,0.006356,0.048729,0.230932,0.599576,0.082627,0.006356,0.025424,0.864,0.393575,0.333094,0.114,0.136
'GLOBAL LEADERSHIP ACADEMY',5,1,1,1,1,1,6,5,6,7,447,0.002237,0,0.026846,0.850112,0.10962,0,0.011186,0.906,0.381455,0.357797,0.131,0.094
'ACHIEVE ACADEMY',5,3,2,5,2,1,7,6,9,6,454,0.006608,0.008811,0.011013,0.777533,0.182819,0,0.013216,0.833,0.323121,0.400566,0.153,0.111
'FRONTIER CHARTER ACADEMY',5,7,8,6,9,7,3,3,3,2,65,0,0,0,0.107692,0.846154,0,0.046154,0.431,0.096242,0.516129,0.126,0.207
'HOWELL K-8 SCHOOL',5,1,1,3,1,1,6,6,9,5,826,0.001211,0.002421,0.156174,0.802663,0.010896,0.001211,0.025424,0.937,0.306933,0.330056,0.093,0.155
'FOX MEADOW MIDDLE SCHOOL',5,5,5,3,6,5,5,5,5,6,500,0.018,0.03,0.162,0.426,0.31,0.004,0.05,0.736,0.300089,0.624359,0.53,0.491
'MONTE VISTA MIDDLE SCHOOL',5,5,5,3,6,6,6,4,6,6,216,0.013889,0,0.009259,0.722222,0.24537,0,0.009259,0.736,0.182947,0.348129,0.165,0.158
'OVERLAND TRAIL MIDDLE SCHOOL',5,5,5,5,5,6,5,5,6,2,690,0.007246,0.007246,0.008696,0.546377,0.410145,0.001449,0.018841,0.443,0.182254,0.61924,0.19,0.174
'SOMERLID ELEMENTARY SCHOOL',5,6,6,6,6,4,5,7,3,5,422,0.011848,0.00237,0.021327,0.575829,0.383886,0,0.004739,0.803,0.621774,0.261756,0.133,0.206
'LAKE COUNTY MIDDLE SCHOOL',5,3,3,2,3,5,6,6,6,6,307,0.003257,0.003257,0.003257,0.716612,0.260586,0,0.013029,0.736,0.275778,0.343262,0.172,0.269
'TREVISTA ECE-8 AT HORACE MANN',5,1,1,1,1,1,6,6,6,7,637,0.029827,0,0.050235,0.858713,0.053375,0,0.007849,0.963,0.375954,0.526042,0.497,0.329
'MESA ELEMENTARY SCHOOL',5,7,7,9,6,7,3,5,3,3,432,0.002315,0.081019,0.032407,0.636574,0.236111,0.00463,0.006944,0.782,0.30535,0.532962,0.246,0.208
'MUNROE ELEMENTARY SCHOOL',5,3,3,5,3,1,6,9,5,6,548,0.001825,0.010949,0.010949,0.952555,0.021898,0,0.001825,0.984,0.372684,0.272369,0.099,0.114
'BIRCH ELEMENTARY SCHOOL',5,6,6,6,6,6,3,3,4,5,445,0.006742,0.029213,0.013483,0.224719,0.660674,0,0.065169,0.289,0.218448,0.735466,0.505,0.374
